30		2	0	7	9	12	17	23	39	61	88	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
30		3	0	8	12	19	27	36	56	79	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
40		1	0	7	8	10	13	17	28	44	64	89	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
40		2	0	7	8	11	15	20	32	48	69	93	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
40		3	0	8	11	17	24	31	47	66	88	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
50		1	0	7	8	9	12	15	24	37	53	72	96	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
50		2	0	7	8	10	14	18	28	41	57	77	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
50		3	0	8	10	15	21	28	41	57	76	97	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
60		1	0	7	8	9	11	14	21	32	45	62	81	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
60		2	0	7	8	10	13	16	25	36	49	66	85	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
60		3	0	8	10	14	20	25	38	51	67	85	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
80		1	0	7	7	8	10	12	18	26	36	48	62	79	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100
80		2	0	7	8	9	11	14	21	29	40	52	67	84	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
80		3	0	8	9	13	17	22	32	44	56	70	86	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
100		1	0	7	7	8	9	11	16	22	30	40	51	65	80	97	100	100	100	100	100	100	100	100	100	100	100	100	100
100		2	0	7	8	9	11	13	18	25	34	44	56	69	84	100	100	100	100	100	100	100	100	100	100	100	100	100	100
100		3	0	7	9	12	16	20	29	39	49	61	74	89	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
150		1	0	7	7	8	9	10	13	17	22	29	37	46	56	67	79	93	100	100	100	100	100	100	100	100	100	100	100
150		2	0	7	7	8	10	11	15	20	26	33	41	50	60	71	84	97	100	100	100	100	100	100	100	100	100	100	100
150		3	0	7	8	11	13	17	24	31	39	48	57	68	79	91	100	100	100	100	100	100	100	100	100	100	100	100	100
250		1	0	7	7	7	8	9	10	13	16	20	25	30	36	43	51	59	68	87	100	100	100	100	100	100	100	100	100
250		2	0	7	7	8	9	10	12	15	19	24	28	34	40	47	55	63	72	92	100	100	100	100	100	100	100	100	100
250		3	0	7	8	9	11	14	19	24	30	36	43	50	57	65	73	82	92	100	100	100	100	100	100	100	100	100	100
350		1	0	7	7	7	8	8	9	11	14	16	20	24	28	33	38	44	50	64	81	99	100	100	100	100	100	100	100
350		2	0	7	7	8	8	9	11	13	16	19	23	27	32	37	42	48	55	69	85	100	100	100	100	100	100	100	100
350		3	0	7	8	9	10	12	16	21	25	30	36	41	47	53	59	66	73	88	100	100	100	100	100	100	100	100	100
500		1	0	7	7	7	7	8	9	10	12	14	16	19	22	25	29	33	37	47	59	71	100	100	100	100	100	100	100
500		2	0	7	7	7	8	8	10	12	14	16	19	22	25	29	33	37	41	52	63	76	100	100	100	100	100	100	100
500		3	0	7	7	8	9	11	14	18	22	25	30	34	38	43	48	53	58	70	82	96	100	100	100	100	100	100	100
1000		1	0	7	7	7	7	7	8	9	9	10	12	13	14	16	18	20	22	27	33	39	58	82	100	100	100	100	100
1000		2	0	7	7	7	7	8	9	10	11	12	14	15	17	19	21	23	26	31	37	43	63	86	100	100	100	100	100
1000		3	0	7	7	8	8	9	11	13	16	19	21	24	27	30	33	36	39	46	53	60	82	100	100	100	100	100	100
2000		1	0	7	7	7	7	7	7	8	8	9	9	10	11	12	13	14	15	17	20	23	33	44	58	74	93	100	100
2000		2	0	7	7	7	7	7	8	8	9	10	11	12	13	14	15	16	17	20	23	27	37	49	63	79	97	100	100
2000		3	0	7	7	7	8	8	9	11	12	14	16	18	19	21	23	25	27	32	36	40	53	66	82	99	100	100	100
10000000	1	0	7	7	7	7	7	7	8	8	9	9	10	11	12	13	14	15	17	20	23	33	44	58	74	93	100	100
10000000	2	0	7	7	7	7	7	8	8	9	10	11	12	13	14	15	16	17	20	23	27	37	49	63	79	97	100	100
10000000	3	0	7	7	7	8	8	9	11	12	14	16	18	19	21	23	25	27	32	36	40	53	66	82	99	100	100	100
